"codigo","situacao","nome","descricao","mensagem","parametros"
"ELIM0435","Ativa","VALIDA SALDO DA CONTA 840 - 2018","VALIDA SALDO DA CONTA 840 - ANO 2018 ","SALDO DA CONTA 840 INCOMPATÍVEL COM O RESULTADO DE SUA FÓRMULA: (DLO[840.01]+DLO[840.02]+DLO[840.03]+DLO[840.04])/FATOR F.","System.Object[]"
"ELIM0436","Ativa","VALIDA SALDO DA CONTA 840  PÓS 2019","VALIDA SALDO DA CONTA 840  PÓS 2019 ","SALDO DA CONTA 840 INCOMPATÍVEL COM O RESULTADO DE SUA FÓRMULA: (DLO[840.01]+DLO[840.02]+DLO[840.03]+DLO[840.04])/FATOR F.","System.Object[]"
"ELIM0437","Ativa","VALIDA SALDO DA CONTA 850 ANO 2016","VALIDA SALDO DA CONTA 850 NO ANO  DE 2016","SALDO DA CONTA 850 INCOMPATÍVEL COM RESULTADO DE SUA FÓRMULA:(DLO[850.01]+DLO[850.02])/FATOR F.","System.Object[]"
"ELIM0438","Ativa","VALIDA SALDO DA CONTA 850 ANO 2017","VALIDA SALDO DA CONTA 850 NO ANO DE 2017","SALDO DA CONTA 850 INCOMPATÍVEL COM RESULTADO DE SUA FÓRMULA:(DLO[850.01]+DLO[850.02])/FATOR F.","System.Object[]"
"ELIM0439","Ativa","VALIDA SALDO DA CONTA 850 ANO 2018","VALIDA SALDO DA CONTA 850 NO ANO DE 2018 ","SALDO DA CONTA 850 INCOMPATÍVEL COM RESULTADO DE SUA FÓRMULA:(DLO[850.01]+DLO[850.02])/FATOR F.","System.Object[]"
"ELIM0440","Ativa","VALIDA SALDO DA CONTA 850 PÓS 2019","VALIDA SALDO DA CONTA 850 APÓS ANO DE 2019 ","SALDO DA CONTA 850 INCOMPATÍVEL COM RESULTADO DE SUA FÓRMULA:(DLO[850.01]+DLO[850.02])/FATOR F.","System.Object[]"
"ELIM0441","Ativa","VALIDA SALDO DA CONTA 860 ANO 2016","VALIDA SALDO DA CONTA 860 NO ANO DE 2016 ","SALDO DA CONTA 860 INCOMPATÍVEL COM RESULTADO DE SUA FÓRMULA: (DLO[860.01]+ DLO[860.04]+ DLO[860.07]+DLO[860.08]+DLO[860.09]+DLO[860.10])/FATOR F.","System.Object[]"
"ELIM0442","Ativa","VALIDA SALDO DA CONTA 860 ANO 2017","VALIDA SALDO DA CONTA 860 NO ANO DE 2017 ","SALDO DA CONTA 860 INCOMPATÍVEL COM RESULTADO DE SUA FÓRMULA: (DLO[860.01]+ DLO[860.04]+ DLO[860.07]+DLO[860.08]+DLO[860.09]+DLO[860.10])/FATOR F.","System.Object[]"
"ELIM0443","Ativa","VALIDA SALDO DA CONTA 860 ANO 2018","VALIDA SALDO DA CONTA 860 NO ANO DE 2018 ","SALDO DA CONTA 860 INCOMPATÍVEL COM RESULTADO DE SUA FÓRMULA: (DLO[860.01]+ DLO[860.04]+ DLO[860.07]+DLO[860.08]+DLO[860.09]+DLO[860.10])/FATOR F.","System.Object[]"
"ELIM0444","Ativa","VALIDA SALDO DA CONTA 860 PÓS 2019","VALIDA SALDO DA CONTA 860 APÓS ANO DE  2019","SALDO DA CONTA 860 INCOMPATÍVEL COM RESULTADO DE SUA FÓRMULA: (DLO[860.01]+ DLO[860.04]+ DLO[860.07]+DLO[860.08]+DLO[860.09]+DLO[860.10])/FATOR F.","System.Object[]"
"ELIM0445","Ativa","Validação do saldo da conta 103 para RPS","Validação do saldo da conta 103 para RPS","O saldo da  conta 103 (R$ VALOR1) é incompatível com o saldo resultante de 110 - 105 (R$ VALOR2).","System.Object[]"
"ELIM0446","Ativa","Validação do saldo da conta 104 para RPS","Validação do saldo da conta 104 para RPS","O saldo da  conta 104 (R$ VALOR1) é incompatível com o saldo resultante de 111 - 105 (R$ VALOR2).","System.Object[]"
"ELIM0447","Ativa","Validação do saldo da conta 910  2016 exceto RPS","Validação do saldo da conta 910 (Patrimônio de Referencia Mínimo Requerido para o RWA) no ano de 2016 exceto RPS","O saldo da conta 910 (R$ VALOR1) deve corresponder ao saldo da conta 900 multiplicado pelo Fator F (R$ VALOR2).","System.Object[]"
"ELIM0448","Ativa","Validação do saldo da conta 910  2017 exceto RPS","Validação do saldo da conta 910 (Patrimônio de Referencia Mínimo Requerido para o RWA) no ano de 2017 exceto RPS","O saldo da conta 910 (R$ VALOR1) deve corresponder ao saldo da conta 900 multiplicado pelo Fator F (R$ VALOR2).","System.Object[]"
"ELIM0449","Ativa","Validação do saldo da conta 910  2018 exceto RPS","Validação do saldo da conta 910 (Patrimônio de Referencia Mínimo Requerido para o RWA) no ano de 2018 exceto RPS","O saldo da conta 910 (R$ VALOR1) deve corresponder ao saldo da conta 900 multiplicado pelo Fator F (R$ VALOR2).","System.Object[]"
"ELIM0450","Ativa","Validação do saldo da conta 910  pós 2019 exceto RPS","Validação do saldo da conta 910 (Patrimônio de Referencia Mínimo Requerido para o RWA) após o ano de 2019 exceto RPS","O saldo da conta 910 (R$ VALOR1) deve corresponder ao saldo da conta 900 multiplicado pelo Fator F (R$ VALOR2).","System.Object[]"
"ELIM0451","Ativa","Validar Detalhamento do RWACPAD","Verifica se as instituições, exceto cooperativas RPS, se o arquivo apresenta detalhamento para suas contas e elementos do RWACPAD .","O Documento não apresentou contas e/ou detalhamentos de contas do RWACPAD.","System.Object[]"
"ELIM0452","Ativa","Validar Detalhamento do RWAOPAD","Verifica se as instituições, exceto cooperativas RPS, se o arquivo apresenta detalhamento para suas contas e elementos do RWAOPAD ","O Documento não apresentou contas e/ou detalhamentos de contas do RWAOPAD.","System.Object[]"
"ELIM0453","Ativa","Validar Detalhamento do RBAN","Verifica se as instituições, exceto cooperativas RPS, se o arquivo apresenta detalhamento para suas contas e elementos do RBAN","O Documento não apresentou contas e/ou detalhamentos de contas do RBAN.","System.Object[]"
"ELIM0454","Ativa","VALIDAÇÃO DA CONTA 630","VALIDA SALDO DA CONTA 630","O saldo da conta 630 (R$ VL1) difere da soma do saldos das contas 630.01 e 630.02 (R$ VL2).","System.Object[]"
"ELIM0455","Ativa","VALIDA SALDO DA CONTA 520","VALIDA SALDO DA CONTA 520","O SALDO DA CONTA 520 (R$ VL1) DIFERE DA SOMA DOS SALDOS DAS CONTAS 520.01, 520.02, 520.03, 520.04, 520.05, 526.01, 526.02, 526.03 E 527.01 (R$ VL2)","System.Object[]"
"ELIM0456","Ativa","VALIDA SALDO DA CONTA 600.06","VALIDA SALDO DA CONTA 600.06","O SALDO DA CONTA 600.06 DEVE SER ZERO.","System.Object[]"
"ELIM0457","Ativa","VALIDA SALDO DA CONTA 605.06","VALIDA SALDO DA CONTA 605.06","SALDO DA CONTA 605.06 DEVE SER ZERO.","System.Object[]"
"ELIM0458","Ativa","VALIDA SALDO 872.10.05","Valida o saldo da conta 872.10.05, verificando se existe IAE apurado nas contas 872.10.02 e 872.10.03, caso em que se exige apuração do IE, de forma que o saldo da conta 872.10.05 deve ser diferente de zero.","O saldo nulo da conta 872.10.05 é incompatível com a existência de valores reportados para as linhas de negócio comercial e varejo para o período T-3.","System.Object[]"
"ELIM0459","Ativa","VALIDA SALDO 872.20.05","Valida o saldo da conta 872.20.05, verificando se existe IAE apurado nas contas 872.20.02 e 872.20.03, caso em que se exige apuração do IE, de forma que o saldo da conta 872.20.05 deve ser diferente de zero.","O saldo nulo da conta 872.20.05 é incompatível com a existência de valores reportados para as linhas de negócio comercial e varejo para o período T-2.","System.Object[]"
"ELIM0460","Ativa","VALIDA SALDO 872.30.05","Valida o saldo da conta 872.30.05, verificando se existe IAE apurado nas contas 872.30.02 e 872.30.03, caso em que se exige apuração do IE, de forma que o saldo da conta 872.30.05 deve ser diferente de zero.","O saldo nulo da conta 872.30.05 é incompatível com a existência de valores reportados para as linhas de negócio comercial e varejo para o período T-1.","System.Object[]"
"ELIM0461","Ativa","VALIDA SALDO 873.10.05","Valida o saldo da conta 873.10.05, verificando se existe IAE apurado na conta 873.10.01, caso em que se exige apuração do IE, de forma que o saldo da conta 873.10.05 deve ser diferente de zero.","O saldo nulo da conta 873.10.05  é incompatível com a existência de valores reportados para as linhas de negócio comercial e varejo para o período T-3.","System.Object[]"
"ELIM0462","Ativa","VALIDA SALDO 873.20.05","Valida o saldo da conta 873.20.05, verificando se existe IAE apurado na conta 873.20.01, caso em que se exige apuração do IE, de forma que o saldo da conta 873.20.05 deve ser diferente de zero.","O saldo nulo da conta 873.20.05 é incompatível com a existência de valores reportados para as linhas de negócio comercial e varejo para o período T-2.","System.Object[]"
"ELIM0463","Ativa","VALIDA SALDO 873.30.05","Valida o saldo da conta 873.30.05, verificando se existe IAE apurado na conta 873.30.01, caso em que se exige apuração do IE, de forma que o saldo da conta 873.30.05 deve ser diferente de zero.","O saldo nulo da conta 873.30.05 é incompatível com a existência de valores reportados para as linhas de negócio comercial e varejo para o período T-1.","System.Object[]"
"ELIM0464","Ativa","VALIDA SALDO DA CONTA 111.05","VERIFICA SE A INFORMAÇÃO DA CONTA 111.05 É IGUAL A ZERO NAS DATAS BASES DE JUNHO E DEZEMBRO.","Nas data bases de junho e dezembro, datas de balanços, o valor esperado para a conta 111.05 é zero, e foi infomado o valor VL1.","System.Object[]"
"ELIM0465","Ativa","VALIDA SALDO DA CONTA 111.91.04","VERIFICA SE A INFORMAÇÃO DA CONTA 111.91.04  É IGUAL A ZERO NAS DATAS BASES DE JUNHO E DEZEMBRO.","Nas data bases de junho e dezembro, datas de balanços, o valor esperado para a conta 111.91.04 é zero, e foi infomado o valor VL1.","System.Object[]"
"ELIM0466","Desativada","VALIDA SALDO DA CONTA 160.08","Valida saldo da conta 160.08 com os saldos das contas 111.92.01, 111.92.02.01, 111.93, 111.94.04.03, 111.92.08 e 111.92.07.","O saldo da conta 160.08 (R$ VL1 ) não está compreendido dentro da faixa de valores aceitáveis cujo valor mínimo é a soma dos ajustes prudenciais registrados nas contas 111.92.01, 111.92.02.01, 111.93, 111.94.04.03 e 111.92.07 (R$ VL3 ) e valor máximo é a soma dos ajustes prudenciais registrados nas contas 111.92.01, 111.92.02.01, 111.92.08, 111.93, 111.94.04.03 e 111.92.07 (R$ VL2 ).","System.Object[]"
"ELIM0467","Ativa","VALIDA SALDO DA CONTA 111.92.13","VALIDA SALDO DA CONTA 111.92.13 COM A CONTA 112.93.05","O saldo da conta 111.92.13 VALOR1 difere do saldo da conta 112.93.05 VALOR2.","System.Object[]"
"ELIM0468","Ativa","VALIDA SALDO DA CONTA 111.93.01","VERIFICA SE O SALDO DA CONTA 111.93.01 CONFERE COM O RESULTADO DE SUA FÓRMULA PARA IFS RPC","O saldo da conta 111.93.01 (VALOR1) difere da diferença entre os saldos das contas 111.93.01.01 e 111.93.01.90 (VALOR2).","System.Object[]"
"ELIM0469","Ativa","VALIDA SALDO DA CONTA 111.94.01.01","VERIFICA SE O SALDO DA CONTA 111.94.01.01 ESTÁ DE ACORDO COM SUA FÓRMULA, PARA INSTITUIÇÕES RPC","O saldo da conta 111.94.01.01 (VALOR1) não é compatível com a diferença entre os saldos das contas 111.94.01.01.01 e 111.94.01.01.90 (VALOR2).","System.Object[]"
"ELIM0470","Ativa","VALIDA SALDO DA CONTA 111.94.01.01.90","VERIFICA SE O SALDO DA CONTA 111.94.01.01.90 SE LIMITA AO SALDO DA CONTA 111.94.01.01.01.","O saldo da conta 111.94.01.01.90 (VALOR1) é incorreto pois supera o saldo da conta 111.94.01.01.01 (VALOR2).","System.Object[]"
"ELIM0471","Ativa","VALIDA SALDO DA CONTA 111.94.03","VERIFICA SE O SALDO DA CONTA 111.94.03 BATE COM O RESULTADO DE SUA FÓRMULA","O saldo da conta 111.94.03 (VALOR1) está incorreto pois não bate com o máximo entre o saldo da conta 111.94.04.01.90 e a soma dos saldos das contas 111.94.04.03, 111.94.04.04 e  111.94.04.06 (VALOR2).","System.Object[]"
"ELIM0472","Ativa","VALIDA SALDO DA CONTA 111.94.03.02","Verifica se o saldo da conta 111.94.03.02 corresponde ao resultado esperado de sua fórmula.","O saldo da conta 111.94.03.02 (VALOR1) não corresponde ao resultado esperado de sua fórmula (VALOR2).","System.Object[]"
"ELIM0473","Ativa","VALIDA SALDO DA CONTA 111.94.04.01.01.07","VERIFICA SE O SALDO DA CONTA 111.94.04.01.01.07 BATE COM O RESULTADO DE SUA FÓRMULA","O saldo da conta 111.94.04.01.01.07 (VALOR1) não bate com resultado esperado de sua fórmula (VALOR2).","System.Object[]"
"ELIM0474","Ativa","VALIDA SALDO DA CONTA 111.94.04.03","VERIFICA SE O SALDO DA CONTA 111.94.04.03 BATE COM O RESULTADO DE SUA FÓRMULA","O saldo da conta 111.94.04.03 (VALOR1) não bate com o resultado esperado de sua fórmula (VALOR2).","System.Object[]"
"ELIM0475","Ativa","VALIDA SALDO DA CONTA 111.94.04.04","VERIFICA SE O SALDO DA CONTA 111.94.04.04 BATE COM O RESULTADO DE SUA FÓRMULA","O saldo da conta 111.94.04.04 (VALOR1) não bate com o resultado esperado de sua fórmula (VALOR2).","System.Object[]"
"ELIM0476","Ativa","VALIDA SALDO DA CONTA 112.93.90","VERIFICA SE O SALDO DA CONTA 112.93.90 SE LIMITA AO SALDO DA CONTA 112.93.01","O saldo da conta 112.93.90 (VALOR1) é incorreto pois supera o saldo da conta 112.93.01 (VALOR2).","System.Object[]"
"ELIM0477","Ativa","VALIDA SALDO DA CONTA 120.92.90","VERIFICA SE O SALDO DA CONTA 120.92.90 SE LIMITA AO SALDO DA CONTA 120.92.01.","O saldo da conta 120.92.90 (VALOR1) é incorreto pois supera o saldo da conta 120.92.01 (VALOR2).","System.Object[]"
"ELIM0478","Ativa","VALIDA SALDO DA CONTA 940 - RPC","VERIFICA SE O SALDO DA CONTA 940 BATE COM O RESULTADO ESPERADO DE SUA FÓRMULA PARA IFS RPC","O saldo da conta 940 (VALOR1) não confere com a soma dos saldos das contas 942, 943 e 944 (VALOR2).","System.Object[]"
"ELIM0479","Ativa","VALIDA SALDO DA CONTA 941","VERIFICA SE SALDO DA CONTA 941 CONFERE COM O RESULTADO DE SUA FÓRMULA PARA INSTITUIÇÕES RPC - DOC. 2061.","O saldo da conta 941 (VALOR1) não confere com o resultado esperado de sua fórmula - mínimo entre  os saldos das contas 950, 951, 952 e 953 (VALOR2).","System.Object[]"
"ELIM0480","Ativa","VALIDA SALDO DA CONTA 942","VERIFICA SE O SALDO DA CONTA 942 CORRESPONDE AO RESULTADO DE SUA FÓRMULA PARA INSTITUIÇÕES RPC","O saldo da conta 942 (VALOR1) difere do resultado de sua fórmula (VALOR2).","System.Object[]"
"ELIM0481","Ativa","VALIDA SALDO DA CONTA 955","VERIFICA SE O SALDO DA CONTA 955 CORRESPONDE AO RESULTADO DE SUA FÓRMULA PARA AS INSTITUIÇÕES RPC","O saldo da conta 955 (VALOR1) diverge do valor esperado apurada conforme sua fórmula (VALOR2).","System.Object[]"
"ELIM0482","Ativa","VALIDA SALDO DA CONTA 120.01.02.02","Verifica se o saldo da conta corresponde ao valor contábil da conta multiplicado pelo limitador correspondente à database.","O saldo da conta (VALOR1) é incompatível com o valor do instrumento multiplicado pelo limitador (VALOR2).","System.Object[]"
"ELIM0483","Ativa","Valida saldo da conta 111.94","Verifica se o saldo da conta 111.94 bate com o resultado de sua fórmula","O saldo da conta 111.94 (VALOR1) diverge da soma das contas 111.94.01, 111.94.02, 111.94.03, 111.94.05. (VALOR2).","System.Object[]"
"ELIM0484","Ativa","VALIDA SALDO DA CONTA 530.13","REJEITA A APLICAÇÃO DE FATOR DE CONVERSÃO ","Aplicação incorreta de fator de conversão.","System.Object[]"
"ELIM0485","Ativa","VALIDA SALDO DA CONTA 111.94.04.01.01.04","Verifica se o saldo da conta bate com o resultado esperado de sua fórmula.","O saldo da conta 111.94.04.01.01.04 (VALOR1) não é consistente com o resultado esperado de sua fórmula (VALOR2).","System.Object[]"
"ELIM0486","Ativa","VALIDA SALDO DA CONTA 111.94.04.01.01.06","VERIFICA SE O SALDO DA CONTA 111.94.01.01.06 BATE COM O RESULTADO DE SUA FÓRMULA","O saldo da conta 111.94.04.01.01.06 (VALOR1) não é compatível com o valor esperado de sua fórmula (VALOR2).","System.Object[]"
"ELIM0487","Ativa","VALIDA SALDO DA CONTA 111.94.04.06","VERIFICA SE O SALDO DA CONTA 111.94.04.06 BATE COM O RESULTADO DE SUA FÓRMULA.","O saldo da conta 111.94.04.06 (VALOR1) diverge do resultado esperado de sua fórmula (VALOR2).","System.Object[]"
"ELIM0488","Ativa","VALIDA SALDO DA CONTA 111.94.04.01.01.07","VERIFICA SE O SALDO DA CONTA 111.94.01.01.07 BATE COM O RESULTADO DE SUA FÓRMULA","O saldo da conta 111.94.04.01.01.07 (VALOR1) não é compatível com o resultado esperado de sua fórmula (VALOR2).","System.Object[]"
"ELIM0490","Ativa","VALIDA SALDO DA CONTA 111.94 PÓS 11/15","VERIFICA SE O SALDO DA CONTA 111.94 BATE COM O RESULTADO ESPERADO DE SUA FÓRMULA","O saldo da conta 111.94 (VALOR1) não é compatível com o resultado de sua fórmula (VALOR2).","System.Object[]"
"ELIM0491","Desativada","VALIDA SALDO DA CONTA 160.08 PÓS 11/2015","Valida saldo da conta 160.08 com os saldos das contas 111.92.01, 111.92.02, 111.93, 111.94.04.03 e 111.92.07.","O saldo da conta 160.08 (R$ VL1 ) não está compreendido dentro da faixa de valores aceitáveis cujo valor mínimo é a soma dos ajustes prudenciais registrados nas contas 111.92.01, 111.92.02, 111.94.04.03 e 111.92.07 (R$ VL3 ) e valor máximo é a soma dos ajustes prudenciais registrados nas contas 111.92.01, 111.92.02, 111.93, 111.94.04.03, 111.94.04.06 e 111.92.07 (R$ VL2 ).","System.Object[]"
"ELIM0492","Ativa","VALIDA SALDO DA CONTA 120.01.02.02 11/2015","VERIFICA SE O SALDO DA CONTA 120.01.02.02 CORRESPONDE A MULTIPLICAÇÃO DO LIMITADOR PELO VALOR BASE","O saldo da conta 120.01.02.02 (VALOR1) não corresponde a multiplicação do percentual do Limitador e o valor base da referida conta (VALOR2).","System.Object[]"
"ELIM0493","Ativa","VALIDA SALDO DA CONTA 112.01.02.02","VERIFICA SE O SALDO DA CONTA 112.01.02.02 CORRESPONDE A MULTIPLICAÇÃO DO LIMITADOR PELO VALOR BASE","O saldo da conta 112.01.02.02 (VALOR1) não corresponde a multiplicação do percentual do Limitador e o valor base da referida conta (VALOR2).","System.Object[]"
"ELIM0494","Ativa","VALIDA LIMITE 09.00 - RA","VERIFICA SE A INSTITUIÇÃO INCLUIU NO CABEÇALHO A INDICAÇÃO DE QUE INFORMOU OU NÃO O LIMITE DE CÓDIGO 09.00 - RA","A instituição não informou o campo destinado à Razão de Alavancagem.","System.Object[]"
"ELIM0495","Ativa","VALIDA INSTITUIÇÕES EXCLUIDAS DA RA","VERIFICA SE O SEGMENTO DA INSTITUIÇÃO LÍDER É DE INSTITUIÇÃO DESOBRIGADA A INFORMAR O RA","A instituição informou que não encaminhou as informações de Razão de Alavancagem, no entanto, a instituição está obrigada a encaminhar essas informações.","System.Object[]"
"ELIM0496","Ativa","VALIDA INSTITUIÇÕES OBRIGADAS A INFORMAR A RA","VERIFICA SE O SEGMENTO DA INSTITUIÇÃO LÍDER É DE INSTITUIÇÃO OBRIGADA A INFORMAR O RA","A instituição informou que encaminhou as informações de Razão de Alavancagem, no entanto, a instituição está desobrigada do encaminhamento dessas informações.","System.Object[]"
"ELIM0497","Ativa","VALIDA SALDOS DAS CONTAS 140 E 108 PARA OBRIGADOS A INFORMAR A RA","VERIFICA SE OS SALDOS DAS CONTAS 108 E 140 DO DLO SÃO DIFERENTES DE ZERO QUANDO SE TRATA DE INSTITUIÇÃO OBRIGADA A INFORMAR A RA","A instituição informou saldo nulo para a conta 140 ou para a conta 108, no entanto, como a instituição está obrigada  a informar a Razão de Alavancagem, são esperados valores para as referidas contas.","System.Object[]"
"ELIM0498","Ativa","Valida Saldo da conta 140","O saldo da conta 140 deve ser informado percentualmente, logo 100* [108]/[141] -0,05 deve ser menor que o informado na conta 140.","O valor da esperado para a conta 140 deve ser VALOR1.","System.Object[]"
"ELIM0499","Ativa","Valida elementos 31 e 32 da conta 890.10.01","A instituição informou estimativas da variação do valor de mercado das operações não classificadas na carteira de negociação com utilização de choques compatíveis com o 1º e 99º percentil (elementos 31 e 32, respectivamente). Espera-se que tais valores tenham sinais opostos, não podendo assumir valores nulos caso algum valor não nulo tenha sido informado para um dos elementos 31 e 32.","A instituição informou valores para estimativas da variação do valor de mercado das operações não classificadas na carteira de negociação com utilização de choques compatíveis com o 1º e 99º percentil (elementos 31 e 32, respectivamente), em desacordo com o esperado e com as instruções de preenchimento, pois não apresentam sinais opostos, ou ainda, algum dos elementos assume valor nulo caso algum valor não nulo tenha sido informado para um dos elementos 31 e 32.","System.Object[]"
